#k-distance eigenvalue[eV]
0.00000000 -47.37210000
0.05344713 -47.37530000
0.10689428 -47.37850000
0.16034141 -47.38160000
0.21378853 -47.38450000
0.26723569 -47.38720000
0.32068282 -47.38970000
0.37412994 -47.39180000
0.42757710 -47.39360000
0.48102422 -47.39510000
0.53447135 -47.39610000
0.58791850 -47.39680000
0.64136563 -47.39700000
0.69481276 -47.39680000
0.74825991 -47.39610000
0.80170704 -47.39510000
0.85515417 -47.39360000
0.90860132 -47.39180000
0.96204845 -47.38970000
1.01549557 -47.38720000
1.06894273 -47.38450000
1.12238985 -47.38160000
1.17583698 -47.37850000
1.22928413 -47.37530000
1.28273126 -47.37210000
1.28273126 -47.44980000
1.32052409 -47.44950000
1.35831693 -47.44890000
1.39610976 -47.44780000
1.43390258 -47.44620000
1.47169543 -47.44430000
1.50948825 -47.44190000
1.54728108 -47.43920000
1.58507392 -47.43620000
1.62286675 -47.43280000
1.66065958 -47.42920000
1.69845242 -47.42530000
1.73624525 -47.42130000
1.77403807 -47.41710000
1.81183092 -47.41280000
1.84962374 -47.40840000
1.88741657 -47.40400000
1.92520941 -47.39960000
1.96300224 -47.39520000
2.00079507 -47.39100000
2.03858791 -47.38680000
2.07638074 -47.38280000
2.11417356 -47.37900000
2.15196641 -47.37540000
2.18975923 -47.37210000
2.18975923 -47.37210000
2.22755206 -47.37190000
2.26534490 -47.37160000
2.30313773 -47.37100000
2.34093056 -47.37020000
2.37872340 -47.36910000
2.41651623 -47.36790000
2.45430905 -47.36650000
2.49210190 -47.36500000
2.52989472 -47.36340000
2.56768755 -47.36160000
2.60548039 -47.35980000
2.64327322 -47.35800000
2.68106605 -47.35610000
2.71885889 -47.35430000
2.75665172 -47.35260000
2.79444454 -47.35090000
2.83223739 -47.34940000
2.87003021 -47.34800000
2.90782304 -47.34670000
2.94561588 -47.34570000
2.98340871 -47.34490000
3.02120154 -47.34430000
3.05899438 -47.34390000
3.09678721 -47.34380000
3.09678721 -47.34380000
3.15023433 -47.34430000
3.20368149 -47.34560000
3.25712861 -47.34790000
3.31057574 -47.35100000
3.36402289 -47.35480000
3.41747002 -47.35940000
3.47091715 -47.36470000
3.52436430 -47.37040000
3.57781143 -47.37670000
3.63125856 -47.38330000
3.68470571 -47.39010000
3.73815284 -47.39700000
3.79159996 -47.40390000
3.84504712 -47.41070000
3.89849424 -47.41720000
3.95194137 -47.42340000
4.00538852 -47.42920000
4.05883565 -47.43440000
4.11228278 -47.43890000
4.16572993 -47.44270000
4.21917706 -47.44580000
4.27262419 -47.44800000
4.32607134 -47.44930000
4.37951847 -47.44980000
4.37951847 -47.44980000
4.40563890 -47.44970000
4.43175935 -47.44930000
4.45787978 -47.44880000
4.48400022 -47.44810000
4.51012066 -47.44720000
4.53624110 -47.44600000
4.56236153 -47.44470000
4.58848198 -47.44320000
4.61460241 -47.44150000
4.64072285 -47.43960000
4.66684329 -47.43760000
4.69296373 -47.43540000
4.71908416 -47.43310000
4.74520461 -47.43060000
4.77132504 -47.42800000
4.79744547 -47.42520000
4.82356592 -47.42240000
4.84968636 -47.41950000
4.87580679 -47.41650000
4.90192724 -47.41340000
4.92804767 -47.41020000
4.95416810 -47.40710000
4.98028855 -47.40380000
5.00640898 -47.40060000
5.00640898 -47.40060000
5.05985611 -47.40040000
5.11330327 -47.39960000
5.16675039 -47.39840000
5.22019752 -47.39680000
5.27364467 -47.39470000
5.32709180 -47.39230000
5.38053893 -47.38940000
5.43398608 -47.38640000
5.48743321 -47.38300000
5.54088033 -47.37950000
5.59432749 -47.37580000
5.64777462 -47.37210000
5.70122174 -47.36840000
5.75466890 -47.36480000
5.80811602 -47.36120000
5.86156315 -47.35790000
5.91501030 -47.35480000
5.96845743 -47.35200000
6.02190456 -47.34960000
6.07535171 -47.34750000
6.12879884 -47.34590000
6.18224597 -47.34470000
6.23569312 -47.34400000
6.28914025 -47.34370000
6.28914025 -47.34370000
6.31526068 -47.34370000
6.34138113 -47.34370000
6.36750156 -47.34370000
6.39362199 -47.34370000
6.41974244 -47.34370000
6.44586288 -47.34370000
6.47198331 -47.34370000
6.49810376 -47.34370000
6.52422419 -47.34370000
6.55034462 -47.34380000
6.57646507 -47.34380000
6.60258550 -47.34380000
6.62870594 -47.34380000
6.65482639 -47.34380000
6.68094682 -47.34380000
6.70706725 -47.34380000
6.73318770 -47.34380000
6.75930813 -47.34380000
6.78542857 -47.34380000
6.81154901 -47.34380000
6.83766945 -47.34380000
6.86378988 -47.34380000
6.88991033 -47.34380000
6.91603076 -47.34380000
6.91603076 -47.40060000
6.95382359 -47.40050000
6.99161643 -47.40010000
7.02940926 -47.39950000
7.06720209 -47.39870000
7.10499493 -47.39770000
7.14278776 -47.39640000
7.18058058 -47.39500000
7.21837343 -47.39350000
7.25616625 -47.39180000
7.29395908 -47.39000000
7.33175192 -47.38820000
7.36954475 -47.38630000
7.40733758 -47.38440000
7.44513042 -47.38260000
7.48292325 -47.38080000
7.52071607 -47.37910000
7.55850892 -47.37750000
7.59630174 -47.37610000
7.63409457 -47.37490000
7.67188741 -47.37380000
7.70968024 -47.37300000
7.74747307 -47.37240000
7.78526591 -47.37200000
7.82305874 -47.37190000

0.00000000 -47.37210000
0.05344713 -47.36880000
0.10689428 -47.36560000
0.16034141 -47.36260000
0.21378853 -47.35970000
0.26723569 -47.35700000
0.32068282 -47.35450000
0.37412994 -47.35240000
0.42757710 -47.35060000
0.48102422 -47.34920000
0.53447135 -47.34820000
0.58791850 -47.34750000
0.64136563 -47.34730000
0.69481276 -47.34750000
