# energy s(up) s(down) p(up) p(down) d(up) d(down)
-6.756999999999999673e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-6.673600000000000421e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-6.590300000000000047e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-6.506999999999999673e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-6.423600000000000421e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-6.340300000000000047e+00 0.000000000000000000e+00 -0.000000000000000000e+00 8.000000000000000167e-03 -8.000000000000000167e-03 0.000000000000000000e+00 -0.000000000000000000e+00
-6.256999999999999673e+00 0.000000000000000000e+00 -0.000000000000000000e+00 3.699999999999999817e-02 -3.699999999999999817e-02 0.000000000000000000e+00 -0.000000000000000000e+00
-6.173600000000000421e+00 4.000000000000000192e-04 -4.000000000000000192e-04 8.039999999999999925e-02 -8.039999999999999925e-02 0.000000000000000000e+00 -0.000000000000000000e+00
-6.090300000000000047e+00 4.000000000000000192e-04 -4.000000000000000192e-04 1.053999999999999937e-01 -1.053999999999999937e-01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.006999999999999673e+00 8.000000000000000383e-04 -8.000000000000000383e-04 1.294000000000000150e-01 -1.294000000000000150e-01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.923600000000000421e+00 8.000000000000000383e-04 -8.000000000000000383e-04 1.496000000000000107e-01 -1.496000000000000107e-01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.840300000000000047e+00 1.199999999999999895e-03 -1.199999999999999895e-03 1.703999999999999959e-01 -1.703999999999999959e-01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.756999999999999673e+00 1.600000000000000077e-03 -1.600000000000000077e-03 1.930000000000000049e-01 -1.930000000000000049e-01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.673600000000000421e+00 1.799999999999999951e-03 -1.799999999999999951e-03 2.195999999999999619e-01 -2.195999999999999619e-01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.590300000000000047e+00 2.000000000000000042e-03 -2.000000000000000042e-03 3.618000000000000105e-01 -3.616000000000000325e-01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.506999999999999673e+00 2.399999999999999790e-03 -2.399999999999999790e-03 4.666000000000000147e-01 -4.666000000000000147e-01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.423600000000000421e+00 3.200000000000000153e-03 -3.200000000000000153e-03 5.651999999999999247e-01 -5.651999999999999247e-01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.340300000000000047e+00 3.599999999999999901e-03 -3.599999999999999901e-03 6.715999999999999748e-01 -6.715999999999999748e-01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.256999999999999673e+00 4.000000000000000083e-03 -4.000000000000000083e-03 8.160000000000000586e-01 -8.160000000000000586e-01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.173600000000000421e+00 4.799999999999999580e-03 -4.799999999999999580e-03 1.016000000000000014e+00 -1.016000000000000014e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-5.090300000000000047e+00 5.599999999999999943e-03 -5.599999999999999943e-03 1.398400000000000087e+00 -1.398400000000000087e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-5.006999999999999673e+00 6.199999999999999782e-03 -6.199999999999999782e-03 2.171000000000000263e+00 -2.171000000000000263e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-4.923600000000000421e+00 6.399999999999999439e-03 -6.399999999999999439e-03 2.083600000000000119e+00 -2.083600000000000119e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-4.840300000000000047e+00 5.400000000000000286e-03 -5.400000000000000286e-03 1.617199999999999971e+00 -1.616999999999999993e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-4.756999999999999673e+00 3.799999999999999992e-03 -3.799999999999999992e-03 1.086599999999999788e+00 -1.086599999999999788e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-4.673600000000000421e+00 3.000000000000000062e-03 -3.000000000000000062e-03 6.284000000000000696e-01 -6.282000000000000917e-01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.590300000000000047e+00 3.400000000000000244e-03 -3.400000000000000244e-03 6.848000000000000753e-01 -6.848000000000000753e-01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.506999999999999673e+00 4.400000000000000265e-03 -4.400000000000000265e-03 8.646000000000000352e-01 -8.646000000000000352e-01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.423600000000000421e+00 6.200000000000000649e-03 -6.200000000000000649e-03 9.341999999999999194e-01 -9.343999999999998973e-01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.340300000000000047e+00 8.199999999999998956e-03 -8.199999999999998956e-03 1.051600000000000090e+00 -1.051600000000000090e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-4.256999999999999673e+00 1.319999999999999993e-02 -1.319999999999999993e-02 1.422600000000000087e+00 -1.422600000000000087e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-4.173600000000000421e+00 1.499999999999999944e-02 -1.499999999999999944e-02 1.607800000000000118e+00 -1.607800000000000118e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-4.090300000000000047e+00 1.039999999999999952e-02 -1.039999999999999952e-02 1.118599999999999817e+00 -1.118599999999999817e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-4.006999999999999673e+00 1.179999999999999973e-02 -1.179999999999999973e-02 1.032000000000000028e+00 -1.032000000000000028e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-3.923599999999999977e+00 1.520000000000000170e-02 -1.520000000000000170e-02 1.203799999999999981e+00 -1.203799999999999981e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-3.840300000000000047e+00 1.279999999999999888e-02 -1.279999999999999888e-02 9.597999999999999865e-01 -9.597999999999999865e-01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.757000000000000117e+00 1.399999999999999856e-02 -1.399999999999999856e-02 9.630000000000000782e-01 -9.630000000000000782e-01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.673599999999999977e+00 1.700000000000000122e-02 -1.700000000000000122e-02 1.069599999999999884e+00 -1.069599999999999884e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-3.590300000000000047e+00 1.900000000000000300e-02 -1.900000000000000300e-02 1.238599999999999923e+00 -1.238399999999999945e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-3.507000000000000117e+00 2.079999999999999905e-02 -2.079999999999999905e-02 1.295800000000000063e+00 -1.295800000000000063e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-3.423599999999999977e+00 1.820000000000000090e-02 -1.820000000000000090e-02 1.155599999999999961e+00 -1.155599999999999961e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-3.340300000000000047e+00 1.720000000000000001e-02 -1.720000000000000001e-02 1.081799999999999873e+00 -1.081799999999999873e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-3.257000000000000117e+00 1.700000000000000122e-02 -1.700000000000000122e-02 1.042399999999999993e+00 -1.042399999999999993e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-3.173599999999999977e+00 2.079999999999999905e-02 -2.079999999999999905e-02 1.164600000000000080e+00 -1.164600000000000080e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-3.090300000000000047e+00 2.000000000000000042e-02 -2.000000000000000042e-02 1.156800000000000050e+00 -1.156600000000000072e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-3.007000000000000117e+00 1.839999999999999969e-02 -1.839999999999999969e-02 8.880000000000001226e-01 -8.880000000000001226e-01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.923599999999999977e+00 1.660000000000000017e-02 -1.660000000000000017e-02 6.898000000000000798e-01 -6.898000000000000798e-01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.840300000000000047e+00 1.739999999999999880e-02 -1.739999999999999880e-02 6.768000000000000682e-01 -6.768000000000000682e-01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.757000000000000117e+00 1.720000000000000001e-02 -1.720000000000000001e-02 6.760000000000000453e-01 -6.760000000000000453e-01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.673599999999999977e+00 1.759999999999999759e-02 -1.759999999999999759e-02 7.001999999999999336e-01 -7.001999999999999336e-01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.590300000000000047e+00 2.000000000000000042e-02 -2.000000000000000042e-02 8.020000000000000462e-01 -8.020000000000000462e-01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.507000000000000117e+00 2.060000000000000026e-02 -2.060000000000000026e-02 8.172000000000001485e-01 -8.172000000000001485e-01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.423599999999999977e+00 2.580000000000000002e-02 -2.580000000000000002e-02 1.051800000000000068e+00 -1.051800000000000068e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-2.340300000000000047e+00 2.220000000000000098e-02 -2.220000000000000098e-02 1.218699999999999894e+00 -1.218799999999999883e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-2.257000000000000117e+00 2.019999999999999921e-02 -2.019999999999999921e-02 1.225400000000000045e+00 -1.225400000000000045e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-2.173599999999999977e+00 2.139999999999999888e-02 -2.139999999999999888e-02 1.333400000000000141e+00 -1.333400000000000141e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-2.090300000000000047e+00 1.859999999999999848e-02 -1.859999999999999848e-02 1.300799999999999956e+00 -1.300799999999999956e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-2.007000000000000117e+00 1.720000000000000001e-02 -1.720000000000000001e-02 1.315600000000000325e+00 -1.315600000000000325e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-1.923599999999999977e+00 1.720000000000000001e-02 -1.720000000000000001e-02 1.401200000000000001e+00 -1.401200000000000001e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-1.840300000000000047e+00 1.600000000000000033e-02 -1.600000000000000033e-02 1.356399999999999828e+00 -1.356399999999999828e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-1.757000000000000117e+00 1.619999999999999912e-02 -1.619999999999999912e-02 1.453000000000000291e+00 -1.453000000000000291e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-1.673599999999999977e+00 1.639999999999999791e-02 -1.639999999999999791e-02 1.657599999999999962e+00 -1.657599999999999962e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-1.590300000000000047e+00 1.619999999999999912e-02 -1.619999999999999912e-02 1.505600000000000049e+00 -1.505600000000000049e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-1.507000000000000117e+00 1.559999999999999928e-02 -1.559999999999999928e-02 1.502200000000000202e+00 -1.502200000000000202e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-1.423599999999999977e+00 1.379999999999999977e-02 -1.379999999999999977e-02 1.586000000000000076e+00 -1.586000000000000076e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-1.340300000000000047e+00 1.399999999999999856e-02 -1.399999999999999856e-02 1.792199999999999793e+00 -1.792400000000000215e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-1.257000000000000117e+00 1.759999999999999759e-02 -1.759999999999999759e-02 2.454600000000000115e+00 -2.454600000000000115e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-1.173599999999999977e+00 1.399999999999999856e-02 -1.399999999999999856e-02 1.798000000000000043e+00 -1.798000000000000043e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-1.090300000000000047e+00 1.460000000000000013e-02 -1.460000000000000013e-02 2.468599999999999905e+00 -2.468599999999999905e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-1.007000000000000117e+00 1.339999999999999872e-02 -1.339999999999999872e-02 2.500399999999999956e+00 -2.500399999999999956e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-9.235999999999999766e-01 1.020000000000000073e-02 -1.020000000000000073e-02 1.862400000000000055e+00 -1.862600000000000033e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.403000000000000469e-01 1.299999999999999767e-02 -1.299999999999999767e-02 2.228799999999999670e+00 -2.228799999999999670e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.570000000000001172e-01 1.219999999999999904e-02 -1.219999999999999904e-02 2.255199999999999871e+00 -2.255199999999999871e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-6.735999999999999766e-01 1.080000000000000057e-02 -1.080000000000000057e-02 2.134999999999999787e+00 -2.134999999999999787e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-5.903000000000000469e-01 8.999999999999999320e-03 -8.999999999999999320e-03 1.953199999999999825e+00 -1.952999999999999847e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-5.069999999999996732e-01 8.000000000000000167e-03 -8.000000000000000167e-03 1.809000000000000163e+00 -1.809000000000000163e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-4.236000000000004206e-01 6.000000000000000125e-03 -6.000000000000000125e-03 1.523199999999999887e+00 -1.523199999999999887e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-3.403000000000000469e-01 4.999999999999999237e-03 -4.999999999999999237e-03 1.754599999999999937e+00 -1.754599999999999937e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-2.569999999999996732e-01 2.199999999999999699e-03 -2.199999999999999699e-03 4.737999999999999989e-01 -4.735999999999999099e-01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.736000000000004206e-01 1.399999999999999986e-03 -1.399999999999999986e-03 3.731999999999999762e-01 -3.731999999999999762e-01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.030000000000004690e-02 8.000000000000000383e-04 -8.000000000000000383e-04 3.155999999999999917e-01 -3.155999999999999917e-01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.999999999999673150e-03 0.000000000000000000e+00 -0.000000000000000000e+00 1.186000000000000110e-01 -1.186000000000000110e-01 0.000000000000000000e+00 -0.000000000000000000e+00
7.639999999999957936e-02 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
1.596999999999999531e-01 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
2.430000000000003268e-01 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
3.263999999999995794e-01 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
4.096999999999999531e-01 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
4.930000000000003268e-01 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
5.763999999999995794e-01 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
6.596999999999999531e-01 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
7.430000000000003268e-01 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
8.263999999999995794e-01 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
9.096999999999999531e-01 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
9.930000000000003268e-01 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
1.076399999999999579e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
1.159699999999999953e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
1.243000000000000327e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
1.326399999999999579e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
1.409699999999999953e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
1.493000000000000327e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
1.576399999999999579e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
1.659699999999999953e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
1.743000000000000327e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
1.826399999999999579e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
1.909699999999999953e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
1.993000000000000327e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
2.076399999999999579e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
2.159699999999999953e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
2.243000000000000327e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
2.326399999999999579e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
2.409699999999999953e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
2.493000000000000327e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
2.576399999999999579e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
2.659699999999999953e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
2.743000000000000327e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
2.826399999999999579e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
2.909699999999999953e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
2.993000000000000327e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
3.076399999999999579e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
3.159699999999999953e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
3.243000000000000327e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
3.326399999999999579e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
3.409699999999999953e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
3.492999999999999439e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
