#k-distance eigenvalue[eV]
0.00000000 -48.16500000
0.04835692 -48.16560000
0.09671387 -48.16620000
0.14507080 -48.16680000
0.19342772 -48.16740000
0.24178467 -48.16790000
0.29014159 -48.16830000
0.33849852 -48.16870000
0.38685547 -48.16910000
0.43521239 -48.16940000
0.48356932 -48.16960000
0.53192626 -48.16970000
0.58028319 -48.16970000
0.62864011 -48.16970000
0.67699706 -48.16960000
0.72535399 -48.16940000
0.77371091 -48.16910000
0.82206786 -48.16870000
0.87042478 -48.16830000
0.91878171 -48.16790000
0.96713866 -48.16740000
1.01549558 -48.16680000
1.06385251 -48.16620000
1.11220945 -48.16560000
1.16056638 -48.16500000
1.16056638 -48.18150000
1.19475989 -48.18150000
1.22895341 -48.18130000
1.26314692 -48.18110000
1.29734043 -48.18070000
1.33153396 -48.18030000
1.36572747 -48.17980000
1.39992098 -48.17920000
1.43411450 -48.17850000
1.46830801 -48.17770000
1.50250152 -48.17690000
1.53669505 -48.17610000
1.57088856 -48.17520000
1.60508207 -48.17430000
1.63927559 -48.17340000
1.67346910 -48.17240000
1.70766261 -48.17150000
1.74185614 -48.17060000
1.77604965 -48.16970000
1.81024316 -48.16880000
1.84443668 -48.16790000
1.87863019 -48.16710000
1.91282370 -48.16640000
1.94701723 -48.16570000
1.98121074 -48.16500000
1.98121074 -48.16500000
2.01540424 -48.16500000
2.04959777 -48.16490000
2.08379128 -48.16480000
2.11798479 -48.16450000
2.15217831 -48.16430000
2.18637182 -48.16400000
2.22056533 -48.16360000
2.25475886 -48.16320000
2.28895237 -48.16280000
2.32314588 -48.16240000
2.35733940 -48.16190000
2.39153291 -48.16150000
2.42572642 -48.16100000
2.45991995 -48.16060000
2.49411346 -48.16010000
2.52830697 -48.15970000
2.56250049 -48.15930000
2.59669400 -48.15900000
2.63088751 -48.15870000
2.66508104 -48.15840000
2.69927455 -48.15820000
2.73346806 -48.15800000
2.76766158 -48.15790000
2.80185509 -48.15790000
2.80185509 -48.15790000
2.85021202 -48.15800000
2.89856896 -48.15830000
2.94692589 -48.15880000
2.99528281 -48.15950000
3.04363976 -48.16040000
3.09199669 -48.16140000
3.14035361 -48.16250000
3.18871056 -48.16380000
3.23706748 -48.16520000
3.28542441 -48.16670000
3.33378136 -48.16820000
3.38213828 -48.16970000
3.43049521 -48.17130000
3.47885215 -48.17280000
3.52720908 -48.17420000
3.57556600 -48.17560000
3.62392295 -48.17690000
3.67227988 -48.17810000
3.72063680 -48.17910000
3.76899375 -48.17990000
3.81735067 -48.18060000
3.86570760 -48.18110000
3.91406455 -48.18140000
3.96242147 -48.18150000
3.96242147 -48.18150000
3.98605424 -48.18150000
4.00968703 -48.18140000
4.03331980 -48.18130000
4.05695258 -48.18120000
4.08058536 -48.18100000
4.10421813 -48.18080000
4.12785091 -48.18060000
4.15148369 -48.18030000
4.17511647 -48.17990000
4.19874924 -48.17960000
4.22238203 -48.17920000
4.24601480 -48.17880000
4.26964757 -48.17830000
4.29328036 -48.17790000
4.31691313 -48.17740000
4.34054591 -48.17680000
4.36417869 -48.17630000
4.38781146 -48.17580000
4.41144424 -48.17520000
4.43507702 -48.17460000
4.45870980 -48.17400000
4.48234257 -48.17340000
4.50597536 -48.17280000
4.52960813 -48.17220000
4.52960813 -48.17220000
4.57796505 -48.17210000
4.62632200 -48.17190000
4.67467893 -48.17160000
4.72303585 -48.17120000
4.77139280 -48.17070000
4.81974972 -48.17010000
4.86810665 -48.16940000
4.91646360 -48.16860000
4.96482052 -48.16780000
