#k-distance eigenvalue[eV]
0.00000000 -47.55820000
0.03588576 -47.55950000
0.07177153 -47.56110000
0.10765729 -47.56270000
0.14354304 -47.56430000
0.17942882 -47.56610000
0.21531458 -47.56800000
0.25120033 -47.56980000
0.28708611 -47.57180000
0.32297186 -47.57370000
0.35885762 -47.57560000
0.39474339 -47.57750000
0.43062915 -47.57940000
0.46651491 -47.58120000
0.50240068 -47.58290000
0.53828644 -47.58450000
0.57417219 -47.58600000
0.61005797 -47.58740000
0.64594373 -47.58860000
0.68182948 -47.58970000
0.71771526 -47.59050000
0.75360101 -47.59120000
0.78948677 -47.59170000
0.82537254 -47.59200000
0.86125830 -47.59210000
0.86125830 -47.59210000
0.88589221 -47.59210000
0.91052614 -47.59200000
0.93516006 -47.59180000
0.95979397 -47.59150000
0.98442790 -47.59110000
1.00906181 -47.59060000
1.03369573 -47.59010000
1.05832965 -47.58940000
1.08296357 -47.58870000
1.10759748 -47.58800000
1.13223141 -47.58710000
1.15686532 -47.58620000
1.18149924 -47.58520000
1.20613316 -47.58420000
1.23076708 -47.58310000
1.25540099 -47.58200000
1.28003492 -47.58080000
1.30466883 -47.57960000
1.32930275 -47.57840000
1.35393667 -47.57710000
1.37857059 -47.57580000
1.40320450 -47.57450000
1.42783843 -47.57320000
1.45247234 -47.57190000
1.45247234 -47.57190000
1.48835810 -47.57180000
1.52424387 -47.57160000
1.56012963 -47.57130000
1.59601538 -47.57090000
1.63190116 -47.57040000
1.66778691 -47.56990000
1.70367267 -47.56920000
1.73955844 -47.56840000
1.77544420 -47.56760000
1.81132996 -47.56680000
1.84721573 -47.56590000
1.88310149 -47.56500000
1.91898724 -47.56410000
1.95487302 -47.56320000
1.99075877 -47.56240000
2.02664453 -47.56160000
2.06253030 -47.56080000
2.09841606 -47.56010000
2.13430182 -47.55960000
2.17018759 -47.55910000
2.20607335 -47.55870000
2.24195910 -47.55840000
2.27784488 -47.55820000
2.31373063 -47.55810000
2.31373063 -47.55810000
2.34961639 -47.55810000
2.38550217 -47.55790000
2.42138792 -47.55760000
2.45727368 -47.55720000
2.49315945 -47.55670000
2.52904521 -47.55610000
2.56493097 -47.55550000
2.60081674 -47.55470000
2.63670250 -47.55390000
2.67258825 -47.55310000
2.70847403 -47.55220000
2.74435978 -47.55130000
2.78024554 -47.55050000
2.81613132 -47.54960000
2.85201707 -47.54880000
2.88790283 -47.54800000
2.92378860 -47.54720000
2.95967436 -47.54650000
2.99556012 -47.54600000
3.03144589 -47.54550000
3.06733165 -47.54510000
3.10321740 -47.54480000
3.13910318 -47.54460000
3.17498893 -47.54460000
3.17498893 -47.54460000
3.22573906 -47.54470000
3.27648921 -47.54500000
3.32723933 -47.54560000
3.37798945 -47.54640000
3.42873960 -47.54740000
3.47948973 -47.54850000
3.53023985 -47.54990000
3.58099000 -47.55140000
3.63174012 -47.55300000
3.68249025 -47.55470000
3.73324039 -47.55640000
3.78399052 -47.55820000
3.83474064 -47.56000000
3.88549079 -47.56170000
3.93624091 -47.56340000
3.98699104 -47.56500000
4.03774118 -47.56650000
4.08849131 -47.56780000
4.13924143 -47.56900000
4.18999158 -47.57000000
4.24074170 -47.57080000
4.29149183 -47.57140000
4.34224198 -47.57170000
4.39299210 -47.57190000

0.00000000 -47.55820000
0.03588576 -47.55690000
0.07177153 -47.55570000
0.10765729 -47.55470000
0.14354304 -47.55380000
0.17942882 -47.55300000
0.21531458 -47.55240000
0.25120033 -47.55180000
0.28708611 -47.55140000
0.32297186 -47.55110000
0.35885762 -47.55080000
0.39474339 -47.55070000
0.43062915 -47.55060000
0.46651491 -47.55060000
0.50240068 -47.55060000
0.53828644 -47.55070000
0.57417219 -47.55080000
0.61005797 -47.55090000
0.64594373 -47.55110000
0.68182948 -47.55120000
0.71771526 -47.55130000
0.75360101 -47.55140000
0.78948677 -47.55150000
0.82537254 -47.55150000
0.86125830 -47.55150000
0.86125830 -47.55150000
0.88589221 -47.55160000
0.91052614 -47.55170000
0.93516006 -47.55190000
0.95979397 -47.55220000
0.98442790 -47.55260000
1.00906181 -47.55310000
1.03369573 -47.55360000
1.05832965 -47.55430000
1.08296357 -47.55500000
1.10759748 -47.55570000
1.13223141 -47.55660000
1.15686532 -47.55750000
1.18149924 -47.55850000
1.20613316 -47.55950000
1.23076708 -47.56060000
1.25540099 -47.56170000
1.28003492 -47.56290000
1.30466883 -47.56410000
1.32930275 -47.56530000
1.35393667 -47.56660000
1.37857059 -47.56790000
1.40320450 -47.56920000
1.42783843 -47.57050000
1.45247234 -47.57190000
1.45247234 -47.57190000
1.48835810 -47.57180000
1.52424387 -47.57160000
1.56012963 -47.57130000
1.59601538 -47.57090000
1.63190116 -47.57040000
1.66778691 -47.56990000
1.70367267 -47.56920000
1.73955844 -47.56840000
1.77544420 -47.56760000
1.81132996 -47.56680000
1.84721573 -47.56590000
1.88310149 -47.56500000
1.91898724 -47.56410000
1.95487302 -47.56320000
1.99075877 -47.56240000
2.02664453 -47.56160000
2.06253030 -47.56080000
2.09841606 -47.56010000
2.13430182 -47.55950000
2.17018759 -47.55900000
2.20607335 -47.55870000
2.24195910 -47.55840000
2.27784488 -47.55820000
2.31373063 -47.55810000
2.31373063 -47.55810000
2.34961639 -47.55810000
2.38550217 -47.55790000
2.42138792 -47.55760000
2.45727368 -47.55720000
2.49315945 -47.55670000
2.52904521 -47.55610000
2.56493097 -47.55550000
2.60081674 -47.55470000
2.63670250 -47.55390000
2.67258825 -47.55310000
2.70847403 -47.55220000
2.74435978 -47.55130000
2.78024554 -47.55050000
2.81613132 -47.54960000
2.85201707 -47.54880000
2.88790283 -47.54800000
2.92378860 -47.54720000
2.95967436 -47.54650000
2.99556012 -47.54600000
3.03144589 -47.54550000
3.06733165 -47.54510000
3.10321740 -47.54480000
3.13910318 -47.54460000
3.17498893 -47.54460000
3.17498893 -47.54460000
3.22573906 -47.54470000
3.27648921 -47.54500000
3.32723933 -47.54560000
3.37798945 -47.54640000
3.42873960 -47.54740000
3.47948973 -47.54850000
3.53023985 -47.54990000
3.58099000 -47.55140000
3.63174012 -47.55300000
3.68249025 -47.55470000
3.73324039 -47.55640000
3.78399052 -47.55820000
3.83474064 -47.56000000
3.88549079 -47.56170000
3.93624091 -47.56340000
3.98699104 -47.56500000
4.03774118 -47.56650000
4.08849131 -47.56780000
4.13924143 -47.56900000
4.18999158 -47.57000000
4.24074170 -47.57080000
4.29149183 -47.57140000
4.34224198 -47.57170000
4.39299210 -47.57190000

0.00000000 -25.98810000
0.03588576 -25.98890000
0.07177153 -25.98710000
0.10765729 -25.98250000
0.14354304 -25.97530000
0.17942882 -25.96540000
0.21531458 -25.95320000
0.25120033 -25.94950000
0.28708611 -25.95710000
0.32297186 -25.96870000
0.35885762 -25.98240000
0.39474339 -25.99680000
0.43062915 -26.01130000
0.46651491 -26.02550000
0.50240068 -26.03910000
0.53828644 -26.05180000
0.57417219 -26.06350000
0.61005797 -26.07420000
0.64594373 -26.08360000
0.68182948 -26.09170000
0.71771526 -26.09850000
0.75360101 -26.10380000
0.78948677 -26.10760000
0.82537254 -26.10990000
0.86125830 -26.11070000
0.86125830 -26.11070000
0.88589221 -26.11020000
0.91052614 -26.10870000
0.93516006 -26.10620000
0.95979397 -26.10270000
0.98442790 -26.09830000
1.00906181 -26.09290000
1.03369573 -26.08660000
1.05832965 -26.07940000
1.08296357 -26.07130000
1.10759748 -26.06230000
1.13223141 -26.05240000
1.15686532 -26.04180000
1.18149924 -26.03040000
1.20613316 -26.01820000
1.23076708 -26.00530000
1.25540099 -25.99180000
1.28003492 -25.97770000
1.30466883 -25.96310000
1.32930275 -25.94790000
1.35393667 -25.93230000
1.37857059 -25.91630000
1.40320450 -25.89990000
1.42783843 -25.88330000
1.45247234 -25.86660000
1.45247234 -25.86660000
1.48835810 -25.86760000
1.52424387 -25.87050000
1.56012963 -25.87550000
1.59601538 -25.88240000
1.63190116 -25.89120000
1.66778691 -25.90180000
1.70367267 -25.91420000
1.73955844 -25.92800000
1.77544420 -25.94310000
1.81132996 -25.95920000
1.84721573 -25.97590000
1.88310149 -25.99290000
1.91898724 -26.00990000
1.95487302 -26.02640000
1.99075877 -26.04210000
2.02664453 -26.05660000
2.06253030 -26.06970000
2.09841606 -26.08110000
2.13430182 -26.09040000
2.17018759 -26.09750000
2.20607335 -26.10230000
2.24195910 -26.10450000
2.27784488 -26.10410000
2.31373063 -26.10110000
2.31373063 -26.10110000
2.34961639 -26.10060000
2.38550217 -26.09910000
2.42138792 -26.09670000
2.45727368 -26.09340000
2.49315945 -26.08910000
2.52904521 -26.08400000
2.56493097 -26.07820000
2.60081674 -26.07160000
2.63670250 -26.06430000
2.67258825 -26.05650000
2.70847403 -26.04830000
2.74435978 -26.03980000
2.78024554 -26.03100000
2.81613132 -26.02210000
2.85201707 -26.01330000
2.88790283 -26.00480000
2.92378860 -25.99660000
2.95967436 -25.98900000
2.99556012 -25.98210000
3.03144589 -25.97620000
3.06733165 -25.97130000
3.10321740 -25.96780000
3.13910318 -25.96560000
3.17498893 -25.96480000
3.17498893 -25.96480000
3.22573906 -25.96490000
3.27648921 -25.96500000
3.32723933 -25.96510000
3.37798945 -25.96500000
3.42873960 -25.96460000
3.47948973 -25.96370000
3.53023985 -25.96210000
3.58099000 -25.95970000
3.63174012 -25.95640000
3.68249025 -25.95210000
3.73324039 -25.94700000
3.78399052 -25.94090000
3.83474064 -25.93410000
3.88549079 -25.92650000
3.93624091 -25.91850000
3.98699104 -25.91030000
4.03774118 -25.90200000
4.08849131 -25.89390000
4.13924143 -25.88640000
4.18999158 -25.87980000
4.24074170 -25.87420000
4.29149183 -25.87000000
4.34224198 -25.86740000
4.39299210 -25.86660000

0.00000000 -25.98810000
0.03588576 -25.98460000
0.07177153 -25.97870000
0.10765729 -25.97090000
0.14354304 -25.96190000
0.17942882 -25.95350000
0.21531458 -25.94840000
0.25120033 -25.93870000
0.28708611 -25.92230000
0.32297186 -25.90410000
0.35885762 -25.88460000
0.39474339 -25.86390000
0.43062915 -25.84260000
0.46651491 -25.82080000
0.50240068 -25.79910000
0.53828644 -25.77770000
0.57417219 -25.75710000
0.61005797 -25.73760000
0.64594373 -25.71960000
0.68182948 -25.70340000
0.71771526 -25.68930000
0.75360101 -25.67780000
0.78948677 -25.66910000
0.82537254 -25.66360000
0.86125830 -25.66180000
0.86125830 -25.66180000
0.88589221 -25.66170000
0.91052614 -25.66130000
0.93516006 -25.66070000
0.95979397 -25.65980000
0.98442790 -25.65870000
1.00906181 -25.65730000
1.03369573 -25.65580000
1.05832965 -25.65400000
1.08296357 -25.65190000
1.10759748 -25.65240000
1.13223141 -25.66410000
1.15686532 -25.67670000
1.18149924 -25.69000000
1.20613316 -25.70410000
1.23076708 -25.71880000
1.25540099 -25.73400000
1.28003492 -25.74970000
1.30466883 -25.76580000
1.32930275 -25.78220000
1.35393667 -25.79890000
1.37857059 -25.81580000
1.40320450 -25.83270000
1.42783843 -25.84970000
1.45247234 -25.86660000
1.45247234 -25.86660000
1.48835810 -25.86650000
1.52424387 -25.86620000
1.56012963 -25.86580000
1.59601538 -25.86550000
1.63190116 -25.86560000
1.66778691 -25.86630000
1.70367267 -25.86830000
1.73955844 -25.87210000
1.77544420 -25.87820000
1.81132996 -25.88740000
1.84721573 -25.89980000
1.88310149 -25.91510000
1.91898724 -25.93280000
1.95487302 -25.95210000
1.99075877 -25.97230000
2.02664453 -25.99250000
2.06253030 -26.01210000
2.09841606 -26.03080000
2.13430182 -26.04790000
2.17018759 -26.06310000
2.20607335 -26.07630000
2.24195910 -26.08710000
2.27784488 -26.09540000
2.31373063 -26.10110000
2.31373063 -26.10110000
2.34961639 -26.10060000
2.38550217 -26.09910000
2.42138792 -26.09670000
2.45727368 -26.09340000
2.49315945 -26.08910000
2.52904521 -26.08400000
2.56493097 -26.07820000
2.60081674 -26.07160000
2.63670250 -26.06430000
2.67258825 -26.05650000
2.70847403 -26.04830000
2.74435978 -26.03980000
2.78024554 -26.03100000
2.81613132 -26.02210000
2.85201707 -26.01330000
2.88790283 -26.00480000
2.92378860 -25.99660000
2.95967436 -25.98900000
2.99556012 -25.98210000
3.03144589 -25.97620000
3.06733165 -25.97130000
3.10321740 -25.96780000
3.13910318 -25.96560000
3.17498893 -25.96480000
3.17498893 -25.96480000
3.22573906 -25.96490000
3.27648921 -25.96500000
3.32723933 -25.96510000
3.37798945 -25.96500000
3.42873960 -25.96460000
3.47948973 -25.96370000
3.53023985 -25.96210000
3.58099000 -25.95970000
3.63174012 -25.95640000
3.68249025 -25.95210000
3.73324039 -25.94700000
3.78399052 -25.94090000
3.83474064 -25.93410000
3.88549079 -25.92650000
3.93624091 -25.91850000
3.98699104 -25.91030000
4.03774118 -25.90200000
4.08849131 -25.89390000
4.13924143 -25.88640000
4.18999158 -25.87980000
4.24074170 -25.87420000
4.29149183 -25.87000000
4.34224198 -25.86740000
4.39299210 -25.86660000

0.00000000 -25.77650000
0.03588576 -25.79270000
0.07177153 -25.80890000
0.10765729 -25.82440000
0.14354304 -25.83850000
0.17942882 -25.84950000
0.21531458 -25.85480000
0.25120033 -25.85150000
0.28708611 -25.83960000
0.32297186 -25.82170000
0.35885762 -25.79990000
0.39474339 -25.77590000
0.43062915 -25.75050000
0.46651491 -25.72460000
0.50240068 -25.69870000
0.53828644 -25.67340000
0.57417219 -25.65020000
0.61005797 -25.65280000
0.64594373 -25.65510000
0.68182948 -25.65710000
0.71771526 -25.65880000
0.75360101 -25.66010000
0.78948677 -25.66100000
0.82537254 -25.66160000
0.86125830 -25.66180000
0.86125830 -25.66180000
0.88589221 -25.66170000
0.91052614 -25.66130000
0.93516006 -25.66070000
0.95979397 -25.65980000
0.98442790 -25.65870000
1.00906181 -25.65730000
1.03369573 -25.65580000
1.05832965 -25.65400000
1.08296357 -25.65190000
1.10759748 -25.64970000
1.13223141 -25.64730000
1.15686532 -25.64470000
1.18149924 -25.64190000
1.20613316 -25.63890000
1.23076708 -25.63580000
1.25540099 -25.63260000
1.28003492 -25.62920000
1.30466883 -25.62570000
1.32930275 -25.62210000
1.35393667 -25.61850000
1.37857059 -25.61490000
1.40320450 -25.61130000
1.42783843 -25.60800000
1.45247234 -25.60620000
1.45247234 -25.60620000
1.48835810 -25.60760000
1.52424387 -25.61190000
1.56012963 -25.61880000
1.59601538 -25.62810000
1.63190116 -25.63930000
1.66778691 -25.65180000
1.70367267 -25.66480000
1.73955844 -25.67740000
1.77544420 -25.68860000
1.81132996 -25.69770000
1.84721573 -25.70390000
1.88310149 -25.70730000
1.91898724 -25.70800000
1.95487302 -25.70650000
1.99075877 -25.70330000
2.02664453 -25.69900000
2.06253030 -25.69370000
2.09841606 -25.68790000
2.13430182 -25.68190000
2.17018759 -25.67570000
2.20607335 -25.66950000
2.24195910 -25.66360000
2.27784488 -25.65790000
2.31373063 -25.65250000
2.31373063 -25.65250000
2.34961639 -25.65300000
2.38550217 -25.65450000
2.42138792 -25.65730000
2.45727368 -25.66170000
2.49315945 -25.66850000
2.52904521 -25.67820000
2.56493097 -25.69140000
2.60081674 -25.70780000
2.63670250 -25.72690000
2.67258825 -25.74780000
2.70847403 -25.76980000
2.74435978 -25.79250000
2.78024554 -25.81520000
2.81613132 -25.83760000
2.85201707 -25.85910000
2.88790283 -25.87930000
2.92378860 -25.89810000
2.95967436 -25.91500000
2.99556012 -25.92970000
3.03144589 -25.94210000
