#k-distance eigenvalue[eV]
0.00000000 -47.65950000
0.05027205 -47.66070000
0.10054413 -47.66180000
0.15081618 -47.66300000
0.20108823 -47.66400000
0.25136030 -47.66500000
0.30163235 -47.66590000
0.35190440 -47.66670000
0.40217648 -47.66740000
0.45244853 -47.66790000
0.50272058 -47.66830000
0.55299265 -47.66860000
0.60326470 -47.66860000
0.65353675 -47.66860000
0.70380883 -47.66830000
0.75408088 -47.66790000
0.80435293 -47.66740000
0.85462500 -47.66670000
0.90489705 -47.66590000
0.95516910 -47.66500000
1.00544118 -47.66400000
1.05571323 -47.66300000
1.10598528 -47.66180000
1.15625735 -47.66070000
1.20652940 -47.65950000

0.00000000 -47.65950000
0.05027205 -47.65830000
0.10054413 -47.65710000
0.15081618 -47.65600000
0.20108823 -47.65490000
0.25136030 -47.65390000
0.30163235 -47.65300000
0.35190440 -47.65230000
0.40217648 -47.65160000
0.45244853 -47.65110000
0.50272058 -47.65070000
0.55299265 -47.65050000
0.60326470 -47.65040000
0.65353675 -47.65050000
0.70380883 -47.65070000
0.75408088 -47.65110000
0.80435293 -47.65160000
0.85462500 -47.65230000
0.90489705 -47.65300000
0.95516910 -47.65390000
1.00544118 -47.65490000
1.05571323 -47.65600000
1.10598528 -47.65710000
1.15625735 -47.65830000
1.20652940 -47.65950000

0.00000000 -26.04700000
0.05027205 -26.04800000
0.10054413 -26.04710000
0.15081618 -26.04420000
0.20108823 -26.03940000
0.25136030 -26.03300000
0.30163235 -26.02520000
0.35190440 -26.01650000
0.40217648 -26.00730000
0.45244853 -25.99860000
0.50272058 -25.99300000
0.55299265 -25.99300000
0.60326470 -25.99310000
0.65353675 -25.99300000
0.70380883 -25.99300000
0.75408088 -25.99860000
0.80435293 -26.00730000
0.85462500 -26.01650000
0.90489705 -26.02520000
0.95516910 -26.03300000
1.00544118 -26.03940000
1.05571323 -26.04420000
1.10598528 -26.04710000
1.15625735 -26.04800000
1.20652940 -26.04700000

0.00000000 -26.04700000
0.05027205 -26.04410000
0.10054413 -26.03940000
0.15081618 -26.03310000
0.20108823 -26.02560000
0.25136030 -26.01750000
0.30163235 -26.00930000
0.35190440 -26.00210000
0.40217648 -25.99690000
0.45244853 -25.99400000
0.50272058 -25.99110000
0.55299265 -25.98600000
0.60326470 -25.98420000
0.65353675 -25.98600000
0.70380883 -25.99110000
0.75408088 -25.99400000
0.80435293 -25.99690000
0.85462500 -26.00210000
0.90489705 -26.00930000
0.95516910 -26.01750000
1.00544118 -26.02560000
1.05571323 -26.03310000
1.10598528 -26.03940000
1.15625735 -26.04410000
1.20652940 -26.04700000

0.00000000 -25.85660000
0.05027205 -25.87090000
0.10054413 -25.88470000
0.15081618 -25.89780000
