#k-distance eigenvalue[eV]
0.00000000 -47.42780000
0.05181099 -47.42980000
0.10362201 -47.43170000
0.15543300 -47.43360000
0.20724399 -47.43540000
0.25905500 -47.43700000
0.31086599 -47.43850000
0.36267699 -47.43980000
0.41448800 -47.44090000
0.46629899 -47.44180000
0.51810998 -47.44240000
0.56992100 -47.44280000
0.62173199 -47.44290000
0.67354298 -47.44280000
0.72535399 -47.44240000
0.77716499 -47.44180000
0.82897598 -47.44090000
0.88078699 -47.43980000
0.93259798 -47.43850000
0.98440897 -47.43700000
1.03621999 -47.43540000
1.08803098 -47.43360000
1.13984197 -47.43170000
1.19165299 -47.42980000
1.24346398 -47.42780000
1.24346398 -47.47620000
1.28009988 -47.47600000
1.31673580 -47.47560000
1.35337170 -47.47490000
1.39000761 -47.47390000
1.42664353 -47.47270000
1.46327943 -47.47120000
1.49991533 -47.46950000
1.53655125 -47.46760000
1.57318716 -47.46550000
1.60982306 -47.46320000
1.64645898 -47.46080000
1.68309488 -47.45830000
1.71973079 -47.45560000
1.75636671 -47.45290000
1.79300261 -47.45020000
1.82963851 -47.44750000
1.86627443 -47.44470000
1.90291033 -47.44200000
1.93954624 -47.43940000
1.97618216 -47.43690000
2.01281806 -47.43440000
2.04945396 -47.43210000
2.08608988 -47.42990000
2.12272579 -47.42780000
2.12272579 -47.42780000
2.15936169 -47.42780000
2.19599761 -47.42750000
2.23263351 -47.42710000
2.26926942 -47.42660000
2.30590534 -47.42600000
2.34254124 -47.42520000
2.37917714 -47.42430000
2.41581306 -47.42330000
2.45244897 -47.42220000
2.48908487 -47.42110000
2.52572079 -47.41990000
2.56235669 -47.41870000
2.59899260 -47.41750000
2.63562852 -47.41640000
2.67226442 -47.41520000
2.70890032 -47.41420000
2.74553624 -47.41320000
2.78217215 -47.41230000
2.81880805 -47.41150000
2.85544397 -47.41080000
2.89207987 -47.41030000
2.92871577 -47.40990000
2.96535170 -47.40970000
3.00198760 -47.40960000
3.00198760 -47.40960000
3.05379859 -47.40990000
3.10560960 -47.41070000
3.15742060 -47.41210000
3.20923159 -47.41410000
3.26104260 -47.41650000
3.31285359 -47.41940000
3.36466458 -47.42270000
3.41647560 -47.42630000
3.46828659 -47.43020000
3.52009758 -47.43430000
3.57190860 -47.43860000
3.62371959 -47.44290000
3.67553058 -47.44730000
3.72734159 -47.45160000
3.77915258 -47.45570000
3.83096357 -47.45960000
3.88277459 -47.46320000
3.93458558 -47.46650000
3.98639657 -47.46930000
4.03820759 -47.47170000
4.09001858 -47.47360000
4.14182957 -47.47500000
4.19364058 -47.47590000
4.24545158 -47.47620000
4.24545158 -47.47620000
4.27077240 -47.47610000
4.29609325 -47.47590000
4.32141407 -47.47560000
4.34673490 -47.47520000
4.37205574 -47.47460000
4.39737657 -47.47390000
4.42269740 -47.47310000
4.44801824 -47.47220000
4.47333907 -47.47110000
4.49865990 -47.47000000
4.52398074 -47.46880000
4.54930157 -47.46740000
4.57462240 -47.46600000
4.59994324 -47.46450000
4.62526407 -47.46290000
4.65058490 -47.46120000
4.67590574 -47.45950000
4.70122657 -47.45770000
4.72654740 -47.45590000
4.75186824 -47.45400000
4.77718907 -47.45210000
4.80250990 -47.45020000
4.82783074 -47.44820000
4.85315157 -47.44620000
4.85315157 -47.44620000
4.90496256 -47.44610000
4.95677357 -47.44560000
5.00858456 -47.44480000
5.06039555 -47.44380000
5.11220657 -47.44240000
5.16401756 -47.44080000
5.21582855 -47.43900000
5.26763957 -47.43700000
5.31945056 -47.43490000
5.37126155 -47.43260000
5.42307256 -47.43030000
5.47488356 -47.42790000
5.52669455 -47.42550000
5.57850556 -47.42310000
