dir Vol Evsk1 Evsk2 Evsk3 Evsk4
ZrO2-00 70.36  -.56799951E+02 -.56800296E+02 -.56800426E+02 -.56800362E+02
ZrO2-05 70.29  -.56799831E+02 -.56800184E+02 -.56800308E+02 -.56800263E+02
ZrO2-10 70.30  -.56800163E+02 -.56800509E+02 -.56800648E+02 -.56800565E+02
ZrO2-15 70.34  -.56800452E+02 -.56800794E+02 -.56800938E+02 -.56800874E+02
ZrO2-20 70.39  -.56800705E+02 -.56801042E+02 -.56801191E+02 -.56801153E+02
ZrO2-25 70.42  -.56800891E+02 -.56801220E+02 -.56801383E+02 -.56801314E+02
ZrO2-30 70.49  -.56800999E+02 -.56801354E+02 -.56801510E+02 -.56801440E+02
ZrO2-35 70.65  -.56800791E+02 -.56801153E+02 -.56801305E+02 -.56801264E+02
ZrO2-40 70.70  -.56800726E+02 -.56801072E+02 -.56801231E+02 -.56801192E+02
