#k-distance eigenvalue[eV]
0.00000000 -48.31220000
0.03355438 -48.31260000
0.06710877 -48.31310000
0.10066315 -48.31370000
0.13421753 -48.31430000
0.16777192 -48.31490000
0.20132630 -48.31560000
0.23488068 -48.31620000
0.26843508 -48.31690000
0.30198945 -48.31760000
0.33554383 -48.31830000
0.36909823 -48.31900000
0.40265260 -48.31970000
0.43620698 -48.32030000
0.46976138 -48.32100000
0.50331576 -48.32160000
0.53687013 -48.32210000
0.57042453 -48.32260000
0.60397891 -48.32310000
0.63753329 -48.32350000
0.67108768 -48.32380000
0.70464206 -48.32410000
0.73819644 -48.32430000
0.77175083 -48.32440000
0.80530521 -48.32440000
0.80530521 -48.32440000
0.82849625 -48.32440000
0.85168730 -48.32440000
0.87487834 -48.32430000
0.89806938 -48.32420000
0.92126043 -48.32410000
0.94445147 -48.32390000
0.96764251 -48.32370000
0.99083356 -48.32350000
1.01402460 -48.32330000
1.03721564 -48.32300000
1.06040669 -48.32280000
1.08359773 -48.32250000
1.10678877 -48.32210000
1.12997982 -48.32180000
1.15317086 -48.32140000
1.17636190 -48.32110000
1.19955295 -48.32070000
1.22274399 -48.32030000
1.24593503 -48.31990000
1.26912608 -48.31950000
1.29231712 -48.31900000
1.31550816 -48.31860000
1.33869921 -48.31820000
1.36189025 -48.31770000
1.36189025 -48.31770000
1.39544463 -48.31770000
1.42899902 -48.31760000
1.46255340 -48.31750000
1.49610778 -48.31740000
1.52966217 -48.31720000
1.56321655 -48.31690000
1.59677093 -48.31660000
1.63032532 -48.31630000
1.66387970 -48.31600000
1.69743408 -48.31570000
1.73098848 -48.31530000
1.76454285 -48.31500000
1.79809723 -48.31460000
1.83165163 -48.31420000
1.86520600 -48.31390000
1.89876038 -48.31360000
1.93231478 -48.31330000
1.96586916 -48.31300000
1.99942353 -48.31280000
2.03297793 -48.31250000
2.06653231 -48.31240000
2.10008669 -48.31230000
2.13364108 -48.31220000
2.16719546 -48.31220000
2.16719546 -48.31220000
2.20074984 -48.31220000
2.23430423 -48.31210000
2.26785861 -48.31200000
2.30141299 -48.31180000
2.33496738 -48.31160000
2.36852176 -48.31140000
2.40207614 -48.31110000
2.43563053 -48.31080000
2.46918491 -48.31050000
2.50273929 -48.31010000
2.53629368 -48.30980000
2.56984806 -48.30940000
2.60340244 -48.30910000
2.63695684 -48.30870000
2.67051121 -48.30840000
2.70406559 -48.30800000
2.73761999 -48.30770000
2.77117437 -48.30750000
2.80472874 -48.30720000
2.83828314 -48.30700000
2.87183752 -48.30690000
2.90539190 -48.30680000
2.93894629 -48.30670000
2.97250067 -48.30660000
2.97250067 -48.30670000
3.01995372 -48.30670000
3.06740680 -48.30680000
3.11485986 -48.30710000
3.16231292 -48.30740000
3.20976600 -48.30780000
3.25721906 -48.30830000
3.30467211 -48.30880000
3.35212519 -48.30940000
3.39957825 -48.31010000
3.44703131 -48.31080000
3.49448439 -48.31150000
3.54193744 -48.31220000
3.58939050 -48.31290000
3.63684358 -48.31360000
3.68429664 -48.31430000
3.73174969 -48.31500000
3.77920277 -48.31560000
3.82665583 -48.31610000
3.87410889 -48.31660000
3.92156197 -48.31700000
3.96901502 -48.31730000
4.01646808 -48.31750000
4.06392116 -48.31770000
4.11137422 -48.31770000

