#k-distance eigenvalue[eV]
0.00000000 -47.37620000
0.05234512 -47.37850000
0.10469027 -47.38080000
0.15703540 -47.38300000
0.20938052 -47.38510000
0.26172567 -47.38700000
0.31407080 -47.38880000
0.36641592 -47.39030000
0.41876107 -47.39160000
0.47110620 -47.39270000
0.52345132 -47.39340000
0.57579647 -47.39390000
0.62814160 -47.39400000
0.68048672 -47.39390000
0.73283187 -47.39340000
0.78517700 -47.39270000
0.83752212 -47.39160000
0.88986727 -47.39030000
0.94221240 -47.38880000
0.99455752 -47.38700000
1.04690267 -47.38510000
1.09924779 -47.38300000
1.15159292 -47.38080000
1.20393807 -47.37850000
1.25628319 -47.37620000
1.25628319 -47.43280000
1.29329679 -47.43270000
1.33031040 -47.43220000
1.36732399 -47.43130000
1.40433758 -47.43020000
1.44135119 -47.42880000
1.47836478 -47.42710000
1.51537838 -47.42510000
1.55239199 -47.42280000
1.58940558 -47.42040000
1.62641917 -47.41770000
1.66343278 -47.41490000
1.70044638 -47.41190000
1.73745997 -47.40880000
1.77447358 -47.40570000
1.81148717 -47.40250000
1.84850076 -47.39930000
1.88551437 -47.39610000
1.92252797 -47.39290000
1.95954156 -47.38980000
1.99655517 -47.38680000
2.03356876 -47.38390000
2.07058236 -47.38120000
2.10759597 -47.37860000
2.14460956 -47.37620000
2.14460956 -47.37620000
2.18162315 -47.37610000
2.21863676 -47.37580000
2.25565035 -47.37540000
2.29266395 -47.37480000
2.32967756 -47.37400000
2.36669115 -47.37310000
2.40370474 -47.37200000
2.44071835 -47.37090000
2.47773195 -47.36970000
2.51474554 -47.36840000
2.55175915 -47.36700000
2.58877274 -47.36560000
2.62578633 -47.36420000
2.66279994 -47.36290000
2.69981354 -47.36160000
2.73682713 -47.36030000
2.77384074 -47.35920000
2.81085433 -47.35810000
2.84786793 -47.35720000
2.88488154 -47.35650000
2.92189513 -47.35580000
2.95890872 -47.35540000
2.99592233 -47.35510000
3.03293592 -47.35500000
3.03293592 -47.35500000
3.08528105 -47.35540000
3.13762620 -47.35640000
3.18997132 -47.35800000
3.24231645 -47.36030000
3.29466160 -47.36310000
3.34700672 -47.36650000
3.39935185 -47.37030000
3.45169700 -47.37450000
3.50404212 -47.37910000
3.55638725 -47.38390000
3.60873240 -47.38890000
3.66107752 -47.39400000
3.71342265 -47.39910000
3.76576779 -47.40410000
3.81811292 -47.40890000
3.87045804 -47.41340000
3.92280319 -47.41770000
3.97514832 -47.42150000
4.02749344 -47.42480000
4.07983859 -47.42760000
4.13218372 -47.42990000
4.18452884 -47.43150000
4.23687399 -47.43250000
4.28921912 -47.43280000
4.28921912 -47.43280000
4.31480099 -47.43280000
4.34038287 -47.43250000
4.36596473 -47.43220000
4.39154660 -47.43160000
4.41712848 -47.43100000
4.44271035 -47.43010000
4.46829222 -47.42920000
4.49387410 -47.42810000
4.51945597 -47.42690000
4.54503784 -47.42550000
4.57061972 -47.42410000
4.59620159 -47.42250000
4.62178346 -47.42080000
4.64736534 -47.41900000
4.67294720 -47.41720000
4.69852907 -47.41520000
4.72411095 -47.41320000
4.74969282 -47.41100000
4.77527469 -47.40890000
4.80085657 -47.40670000
4.82643844 -47.40440000
4.85202031 -47.40210000
4.87760219 -47.39980000
4.90318406 -47.39750000
4.90318406 -47.39750000
4.95552918 -47.39730000
5.00787433 -47.39680000
5.06021946 -47.39590000
5.11256458 -47.39460000
5.16490973 -47.39310000
5.21725486 -47.39130000
5.26959998 -47.38920000
5.32194513 -47.38680000
5.37429025 -47.38440000
5.42663538 -47.38170000
5.47898053 -47.37900000
5.53132565 -47.37620000
5.58367078 -47.37340000
5.63601593 -47.37070000
5.68836105 -47.36810000
5.74070618 -47.36560000
5.79305133 -47.36330000
5.84539645 -47.36120000
5.89774158 -47.35940000
5.95008673 -47.35780000
6.00243185 -47.35660000
6.05477698 -47.35570000
6.10712213 -47.35520000
6.15946725 -47.35500000
6.15946725 -47.35500000
6.18504912 -47.35500000
6.21063100 -47.35500000
6.23621287 -47.35500000
6.26179474 -47.35500000
6.28737662 -47.35500000
6.31295849 -47.35500000
6.33854035 -47.35500000
6.36412224 -47.35500000
6.38970410 -47.35500000
6.41528597 -47.35500000
6.44086785 -47.35500000
6.46644972 -47.35500000
6.49203159 -47.35500000
6.51761347 -47.35500000
6.54319534 -47.35500000
6.56877721 -47.35500000
6.59435909 -47.35500000
6.61994096 -47.35500000
