#k-distance eigenvalue[eV]
0.00000000 -47.54330000
0.03591100 -47.54480000
0.07182201 -47.54630000
0.10773300 -47.54800000
0.14364400 -47.54970000
0.17955501 -47.55150000
0.21546601 -47.55340000
0.25137700 -47.55530000
0.28728801 -47.55720000
0.32319901 -47.55920000
0.35911001 -47.56120000
0.39502102 -47.56310000
0.43093201 -47.56500000
0.46684301 -47.56680000
0.50275402 -47.56860000
0.53866502 -47.57020000
0.57457601 -47.57180000
0.61048702 -47.57320000
0.64639802 -47.57440000
0.68230901 -47.57550000
0.71822003 -47.57640000
0.75413102 -47.57710000
0.79004202 -47.57760000
0.82595303 -47.57790000
0.86186403 -47.57800000
0.86186403 -47.57800000
0.88656234 -47.57790000
0.91126067 -47.57780000
0.93595899 -47.57760000
0.96065731 -47.57730000
0.98535564 -47.57690000
1.01005396 -47.57640000
1.03475227 -47.57590000
1.05945060 -47.57520000
1.08414892 -47.57450000
1.10884724 -47.57370000
1.13354557 -47.57280000
1.15824389 -47.57190000
1.18294220 -47.57090000
1.20764053 -47.56990000
1.23233885 -47.56880000
1.25703717 -47.56760000
1.28173550 -47.56640000
1.30643381 -47.56520000
1.33113213 -47.56390000
1.35583046 -47.56260000
1.38052878 -47.56130000
1.40522710 -47.55990000
1.42992543 -47.55860000
1.45462374 -47.55720000
1.45462374 -47.55720000
1.49053474 -47.55710000
1.52644575 -47.55700000
1.56235675 -47.55670000
1.59826774 -47.55630000
1.63417876 -47.55580000
1.67008975 -47.55520000
1.70600075 -47.55450000
1.74191176 -47.55370000
1.77782276 -47.55290000
1.81373375 -47.55210000
1.84964477 -47.55120000
1.88555576 -47.55030000
1.92146676 -47.54940000
1.95737777 -47.54850000
1.99328877 -47.54760000
2.02919976 -47.54680000
2.06511077 -47.54600000
2.10102177 -47.54530000
2.13693276 -47.54480000
2.17284378 -47.54420000
2.20875477 -47.54380000
2.24466577 -47.54350000
2.28057678 -47.54340000
2.31648778 -47.54330000
2.31648778 -47.54330000
2.35239877 -47.54330000
2.38830979 -47.54310000
2.42422078 -47.54280000
2.46013178 -47.54240000
2.49604279 -47.54190000
2.53195378 -47.54130000
2.56786478 -47.54060000
2.60377579 -47.53990000
2.63968679 -47.53910000
2.67559778 -47.53820000
2.71150880 -47.53730000
2.74741979 -47.53650000
2.78333079 -47.53560000
2.81924180 -47.53470000
2.85515279 -47.53380000
2.89106379 -47.53300000
2.92697480 -47.53230000
2.96288580 -47.53160000
2.99879679 -47.53100000
3.03470780 -47.53050000
3.07061880 -47.53010000
3.10652980 -47.52980000
3.14244081 -47.52970000
3.17835180 -47.52960000
3.17835180 -47.52960000
3.22913762 -47.52970000
3.27992346 -47.53010000
3.33070928 -47.53060000
3.38149510 -47.53140000
3.43228094 -47.53240000
3.48306675 -47.53360000
3.53385257 -47.53500000
3.58463841 -47.53650000
3.63542423 -47.53810000
3.68621005 -47.53980000
3.73699589 -47.54160000
3.78778170 -47.54340000
3.83856752 -47.54520000
3.88935336 -47.54690000
3.94013918 -47.54870000
3.99092500 -47.55030000
4.04171084 -47.55180000
4.09249665 -47.55310000
4.14328247 -47.55430000
4.19406831 -47.55530000
4.24485413 -47.55610000
4.29563995 -47.55670000
4.34642579 -47.55710000
4.39721160 -47.55720000

0.00000000 -47.54330000
0.03591100 -47.54200000
0.07182201 -47.54080000
0.10773300 -47.53980000
0.14364400 -47.53890000
0.17955501 -47.53810000
0.21546601 -47.53740000
0.25137700 -47.53680000
0.28728801 -47.53640000
0.32319901 -47.53600000
0.35911001 -47.53580000
0.39502102 -47.53560000
0.43093201 -47.53550000
0.46684301 -47.53550000
0.50275402 -47.53550000
0.53866502 -47.53560000
0.57457601 -47.53570000
0.61048702 -47.53580000
0.64639802 -47.53590000
0.68230901 -47.53600000
0.71822003 -47.53610000
0.75413102 -47.53620000
0.79004202 -47.53630000
0.82595303 -47.53630000
0.86186403 -47.53630000
0.86186403 -47.53630000
0.88656234 -47.53640000
0.91126067 -47.53650000
0.93595899 -47.53670000
0.96065731 -47.53710000
0.98535564 -47.53750000
1.01005396 -47.53790000
1.03475227 -47.53850000
1.05945060 -47.53920000
1.08414892 -47.53990000
1.10884724 -47.54070000
1.13354557 -47.54150000
1.15824389 -47.54250000
1.18294220 -47.54350000
1.20764053 -47.54450000
1.23233885 -47.54560000
1.25703717 -47.54680000
1.28173550 -47.54800000
1.30643381 -47.54920000
1.33113213 -47.55050000
1.35583046 -47.55180000
1.38052878 -47.55310000
1.40522710 -47.55450000
1.42992543 -47.55580000
1.45462374 -47.55720000
1.45462374 -47.55720000
1.49053474 -47.55710000
1.52644575 -47.55700000
1.56235675 -47.55670000
1.59826774 -47.55630000
1.63417876 -47.55580000
1.67008975 -47.55520000
1.70600075 -47.55450000
1.74191176 -47.55370000
1.77782276 -47.55290000
1.81373375 -47.55210000
1.84964477 -47.55120000
1.88555576 -47.55030000
1.92146676 -47.54940000
1.95737777 -47.54850000
1.99328877 -47.54760000
2.02919976 -47.54680000
2.06511077 -47.54600000
2.10102177 -47.54530000
2.13693276 -47.54470000
2.17284378 -47.54420000
2.20875477 -47.54380000
2.24466577 -47.54350000
2.28057678 -47.54340000
2.31648778 -47.54330000
2.31648778 -47.54330000
2.35239877 -47.54330000
2.38830979 -47.54310000
2.42422078 -47.54280000
2.46013178 -47.54240000
2.49604279 -47.54190000
2.53195378 -47.54130000
2.56786478 -47.54060000
2.60377579 -47.53990000
2.63968679 -47.53910000
2.67559778 -47.53820000
2.71150880 -47.53730000
2.74741979 -47.53650000
2.78333079 -47.53560000
2.81924180 -47.53470000
2.85515279 -47.53380000
2.89106379 -47.53300000
2.92697480 -47.53230000
2.96288580 -47.53160000
2.99879679 -47.53100000
3.03470780 -47.53050000
3.07061880 -47.53010000
3.10652980 -47.52980000
3.14244081 -47.52970000
3.17835180 -47.52960000
3.17835180 -47.52960000
3.22913762 -47.52970000
3.27992346 -47.53010000
3.33070928 -47.53060000
3.38149510 -47.53140000
3.43228094 -47.53240000
3.48306675 -47.53360000
3.53385257 -47.53500000
3.58463841 -47.53650000
3.63542423 -47.53810000
3.68621005 -47.53980000
3.73699589 -47.54160000
3.78778170 -47.54340000
3.83856752 -47.54520000
3.88935336 -47.54690000
3.94013918 -47.54870000
3.99092500 -47.55030000
4.04171084 -47.55180000
4.09249665 -47.55310000
4.14328247 -47.55430000
4.19406831 -47.55530000
4.24485413 -47.55610000
4.29563995 -47.55670000
4.34642579 -47.55710000
4.39721160 -47.55720000

0.00000000 -25.97790000
0.03591100 -25.97880000
0.07182201 -25.97700000
0.10773300 -25.97240000
0.14364400 -25.96510000
0.17955501 -25.95520000
0.21546601 -25.94290000
0.25137700 -25.93790000
0.28728801 -25.94550000
0.32319901 -25.95730000
0.35911001 -25.97120000
0.39502102 -25.98590000
0.43093201 -26.00070000
0.46684301 -26.01510000
0.50275402 -26.02890000
0.53866502 -26.04190000
0.57457601 -26.05380000
0.61048702 -26.06470000
0.64639802 -26.07430000
0.68230901 -26.08250000
0.71822003 -26.08940000
0.75413102 -26.09480000
0.79004202 -26.09860000
0.82595303 -26.10100000
0.86186403 -26.10180000
0.86186403 -26.10180000
0.88656234 -26.10130000
0.91126067 -26.09980000
0.93595899 -26.09720000
0.96065731 -26.09370000
0.98535564 -26.08920000
1.01005396 -26.08380000
1.03475227 -26.07730000
1.05945060 -26.07000000
1.08414892 -26.06170000
1.10884724 -26.05260000
1.13354557 -26.04260000
1.15824389 -26.03170000
1.18294220 -26.02010000
1.20764053 -26.00780000
1.23233885 -25.99470000
1.25703717 -25.98090000
1.28173550 -25.96660000
1.30643381 -25.95170000
1.33113213 -25.93620000
1.35583046 -25.92030000
1.38052878 -25.90400000
1.40522710 -25.88740000
1.42992543 -25.87050000
1.45462374 -25.85350000
1.45462374 -25.85350000
1.49053474 -25.85450000
1.52644575 -25.85750000
1.56235675 -25.86270000
1.59826774 -25.86980000
1.63417876 -25.87880000
1.67008975 -25.88980000
1.70600075 -25.90240000
1.74191176 -25.91660000
1.77782276 -25.93210000
1.81373375 -25.94850000
1.84964477 -25.96550000
1.88555576 -25.98290000
1.92146676 -26.00010000
1.95737777 -26.01690000
1.99328877 -26.03290000
2.02919976 -26.04770000
2.06511077 -26.06100000
2.10102177 -26.07250000
2.13693276 -26.08200000
2.17284378 -26.08930000
2.20875477 -26.09410000
2.24466577 -26.09640000
2.28057678 -26.09610000
2.31648778 -26.09310000
2.31648778 -26.09310000
2.35239877 -26.09260000
2.38830979 -26.09110000
2.42422078 -26.08860000
2.46013178 -26.08520000
2.49604279 -26.08090000
2.53195378 -26.07570000
2.56786478 -26.06970000
2.60377579 -26.06300000
2.63968679 -26.05570000
2.67559778 -26.04770000
2.71150880 -26.03940000
2.74741979 -26.03070000
2.78333079 -26.02170000
2.81924180 -26.01270000
2.85515279 -26.00380000
2.89106379 -25.99510000
2.92697480 -25.98670000
2.96288580 -25.97900000
2.99879679 -25.97200000
3.03470780 -25.96590000
3.07061880 -25.96100000
3.10652980 -25.95740000
3.14244081 -25.95510000
3.17835180 -25.95440000
3.17835180 -25.95440000
3.22913762 -25.95440000
3.27992346 -25.95460000
3.33070928 -25.95470000
3.38149510 -25.95470000
3.43228094 -25.95440000
3.48306675 -25.95350000
3.53385257 -25.95190000
3.58463841 -25.94950000
3.63542423 -25.94620000
3.68621005 -25.94190000
3.73699589 -25.93670000
3.78778170 -25.93050000
3.83856752 -25.92340000
3.88935336 -25.91570000
3.94013918 -25.90750000
3.99092500 -25.89890000
4.04171084 -25.89040000
4.09249665 -25.88200000
4.14328247 -25.87420000
4.19406831 -25.86730000
4.24485413 -25.86150000
4.29563995 -25.85710000
4.34642579 -25.85440000
4.39721160 -25.85350000

0.00000000 -25.97790000
0.03591100 -25.97430000
0.07182201 -25.96830000
0.10773300 -25.96030000
0.14364400 -25.95110000
0.17955501 -25.94240000
0.21546601 -25.93700000
0.25137700 -25.92830000
0.28728801 -25.91170000
0.32319901 -25.89340000
0.35911001 -25.87370000
0.39502102 -25.85290000
0.43093201 -25.83130000
0.46684301 -25.80940000
0.50275402 -25.78740000
0.53866502 -25.76580000
0.57457601 -25.74500000
0.61048702 -25.72540000
0.64639802 -25.70720000
0.68230901 -25.69080000
0.71822003 -25.67670000
0.75413102 -25.66510000
0.79004202 -25.65640000
0.82595303 -25.65090000
0.86186403 -25.64910000
0.86186403 -25.64910000
0.88656234 -25.64900000
0.91126067 -25.64860000
0.93595899 -25.64790000
0.96065731 -25.64700000
0.98535564 -25.64590000
1.01005396 -25.64450000
1.03475227 -25.64290000
1.05945060 -25.64110000
1.08414892 -25.63900000
1.10884724 -25.63670000
1.13354557 -25.64720000
1.15824389 -25.66000000
1.18294220 -25.67360000
1.20764053 -25.68790000
1.23233885 -25.70290000
1.25703717 -25.71840000
1.28173550 -25.73440000
1.30643381 -25.75080000
1.33113213 -25.76760000
1.35583046 -25.78460000
1.38052878 -25.80170000
1.40522710 -25.81900000
1.42992543 -25.83630000
1.45462374 -25.85350000
1.45462374 -25.85350000
