#k-distance eigenvalue[eV]
0.00000000 -48.03920000
0.04882190 -48.03990000
0.09764381 -48.04060000
0.14646571 -48.04130000
0.19528760 -48.04190000
0.24410952 -48.04250000
0.29293142 -48.04310000
0.34175331 -48.04360000
0.39057523 -48.04400000
0.43939713 -48.04430000
0.48821902 -48.04450000
0.53704094 -48.04470000
0.58586284 -48.04470000
0.63468473 -48.04470000
0.68350665 -48.04450000
0.73232854 -48.04430000
0.78115044 -48.04400000
0.82997236 -48.04360000
0.87879425 -48.04310000
0.92761615 -48.04250000
0.97643807 -48.04190000
1.02525996 -48.04130000
1.07408186 -48.04060000
1.12290378 -48.03990000
1.17172567 -48.03920000

0.00000000 -48.03920000
0.04882190 -48.03840000
0.09764381 -48.03770000
0.14646571 -48.03700000
0.19528760 -48.03640000
0.24410952 -48.03580000
0.29293142 -48.03530000
0.34175331 -48.03480000
0.39057523 -48.03440000
0.43939713 -48.03410000
0.48821902 -48.03380000
0.53704094 -48.03370000
0.58586284 -48.03360000
0.63468473 -48.03370000
0.68350665 -48.03380000
0.73232854 -48.03410000
0.78115044 -48.03440000
0.82997236 -48.03480000
0.87879425 -48.03530000
0.92761615 -48.03580000
0.97643807 -48.03640000
1.02525996 -48.03700000
1.07408186 -48.03770000
1.12290378 -48.03840000
1.17172567 -48.03920000

0.00000000 -26.30490000
0.04882190 -26.30510000
0.09764381 -26.30370000
0.14646571 -26.30080000
0.19528760 -26.29640000
0.24410952 -26.29070000
0.29293142 -26.28460000
0.34175331 -26.28290000
0.39057523 -26.28260000
0.43939713 -26.28310000
0.48821902 -26.28400000
0.53704094 -26.28460000
0.58586284 -26.28490000
0.63468473 -26.28460000
0.68350665 -26.28400000
0.73232854 -26.28310000
0.78115044 -26.28260000
0.82997236 -26.28290000
0.87879425 -26.28470000
0.92761615 -26.29070000
0.97643807 -26.29640000
1.02525996 -26.30080000
1.07408186 -26.30370000
1.12290378 -26.30510000
1.17172567 -26.30490000

0.00000000 -26.30490000
0.04882190 -26.30320000
0.09764381 -26.30030000
0.14646571 -26.29650000
0.19528760 -26.29210000
0.24410952 -26.28790000
0.29293142 -26.28380000
0.34175331 -26.27620000
0.39057523 -26.26820000
0.43939713 -26.26050000
0.48821902 -26.25390000
0.53704094 -26.24930000
0.58586284 -26.24770000
0.63468473 -26.24930000
0.68350665 -26.25390000
0.73232854 -26.26050000
0.78115044 -26.26820000
0.82997236 -26.27620000
0.87879425 -26.28380000
0.92761615 -26.28790000
0.97643807 -26.29210000
1.02525996 -26.29650000
1.07408186 -26.30030000
1.12290378 -26.30320000
1.17172567 -26.30490000

0.00000000 -26.19460000
0.04882190 -26.20280000
0.09764381 -26.21040000
0.14646571 -26.21720000
0.19528760 -26.22260000
0.24410952 -26.22610000
0.29293142 -26.22710000
0.34175331 -26.22540000
0.39057523 -26.22120000
0.43939713 -26.21590000
0.48821902 -26.21070000
0.53704094 -26.20700000
0.58586284 -26.20560000
0.63468473 -26.20700000
0.68350665 -26.21070000
0.73232854 -26.21590000
0.78115044 -26.22120000
0.82997236 -26.22540000
0.87879425 -26.22710000
0.92761615 -26.22610000
0.97643807 -26.22260000
1.02525996 -26.21720000
1.07408186 -26.21040000
1.12290378 -26.20280000
1.17172567 -26.19460000

0.00000000 -26.19460000
0.04882190 -26.18610000
0.09764381 -26.17760000
0.14646571 -26.16930000
0.19528760 -26.16130000
0.24410952 -26.15390000
0.29293142 -26.14710000
0.34175331 -26.14110000
0.39057523 -26.13600000
0.43939713 -26.13200000
0.48821902 -26.12890000
0.53704094 -26.12700000
0.58586284 -26.12640000
0.63468473 -26.12700000
0.68350665 -26.12890000
0.73232854 -26.13200000
0.78115044 -26.13600000
0.82997236 -26.14110000
0.87879425 -26.14710000
0.92761615 -26.15390000
0.97643807 -26.16130000
1.02525996 -26.16930000
1.07408186 -26.17760000
1.12290378 -26.18610000
1.17172567 -26.19460000

0.00000000 -26.02210000
0.04882190 -26.02540000
0.09764381 -26.03040000
0.14646571 -26.03700000
0.19528760 -26.04510000
0.24410952 -26.05430000
0.29293142 -26.06450000
0.34175331 -26.07510000
0.39057523 -26.08560000
0.43939713 -26.09540000
0.48821902 -26.10350000
0.53704094 -26.10910000
0.58586284 -26.11110000
0.63468473 -26.10910000
0.68350665 -26.10350000
0.73232854 -26.09540000
0.78115044 -26.08560000
0.82997236 -26.07510000
0.87879425 -26.06450000
0.92761615 -26.05430000
0.97643807 -26.04510000
1.02525996 -26.03700000
1.07408186 -26.03040000
1.12290378 -26.02540000
1.17172567 -26.02210000

0.00000000 -26.02210000
0.04882190 -26.02060000
0.09764381 -26.02090000
0.14646571 -26.02300000
0.19528760 -26.02670000
0.24410952 -26.03180000
0.29293142 -26.03810000
0.34175331 -26.04530000
0.39057523 -26.05280000
0.43939713 -26.06000000
0.48821902 -26.06620000
0.53704094 -26.07040000
0.58586284 -26.07190000
0.63468473 -26.07040000
0.68350665 -26.06620000
0.73232854 -26.06000000
0.78115044 -26.05280000
0.82997236 -26.04530000
0.87879425 -26.03810000
0.92761615 -26.03180000
0.97643807 -26.02670000
1.02525996 -26.02300000
1.07408186 -26.02090000
1.12290378 -26.02060000
1.17172567 -26.02210000

0.00000000 -16.21890000
0.04882190 -16.24400000
0.09764381 -16.26640000
0.14646571 -16.28600000
0.19528760 -16.30270000
0.24410952 -16.31680000
0.29293142 -16.32820000
0.34175331 -16.33720000
0.39057523 -16.34400000
0.43939713 -16.34890000
0.48821902 -16.35220000
0.53704094 -16.35410000
0.58586284 -16.35470000
0.63468473 -16.35410000
0.68350665 -16.35220000
0.73232854 -16.34890000
0.78115044 -16.34400000
0.82997236 -16.33720000
0.87879425 -16.32820000
0.92761615 -16.31680000
0.97643807 -16.30270000
1.02525996 -16.28600000
1.07408186 -16.26640000
1.12290378 -16.24400000
1.17172567 -16.21880000

0.00000000 -16.21890000
0.04882190 -16.19130000
0.09764381 -16.16150000
0.14646571 -16.12980000
0.19528760 -16.09680000
0.24410952 -16.06300000
0.29293142 -16.02930000
0.34175331 -15.99640000
0.39057523 -15.96540000
0.43939713 -15.93770000
0.48821902 -15.91530000
0.53704094 -15.90030000
0.58586284 -15.89500000
0.63468473 -15.90030000
0.68350665 -15.91530000
0.73232854 -15.93770000
0.78115044 -15.96530000
0.82997236 -15.99640000
0.87879425 -16.02930000
0.92761615 -16.06300000
0.97643807 -16.09680000
1.02525996 -16.12980000
1.07408186 -16.16150000
1.12290378 -16.19130000
1.17172567 -16.21880000

0.00000000 -15.66810000
0.04882190 -15.68230000
0.09764381 -15.69810000
0.14646571 -15.71500000
0.19528760 -15.73240000
0.24410952 -15.74980000
0.29293142 -15.76660000
0.34175331 -15.78220000
0.39057523 -15.79590000
0.43939713 -15.80720000
0.48821902 -15.81570000
0.53704094 -15.82090000
0.58586284 -15.82270000
0.63468473 -15.82090000
0.68350665 -15.81570000
0.73232854 -15.80720000
0.78115044 -15.79590000
