#k-distance eigenvalue[eV]
0.00000000 -47.79320000
0.04977919 -47.79420000
0.09955840 -47.79520000
0.14933759 -47.79610000
0.19911677 -47.79700000
0.24889598 -47.79790000
0.29867517 -47.79860000
0.34845436 -47.79930000
0.39823357 -47.79990000
0.44801276 -47.80030000
0.49779194 -47.80060000
0.54757115 -47.80080000
0.59735034 -47.80090000
0.64712953 -47.80080000
0.69690874 -47.80060000
0.74668793 -47.80030000
0.79646711 -47.79990000
0.84624633 -47.79930000
0.89602551 -47.79860000
0.94580470 -47.79790000
0.99558391 -47.79700000
1.04536310 -47.79610000
1.09514229 -47.79520000
1.14492150 -47.79420000
1.19470068 -47.79320000

0.00000000 -47.79320000
0.04977919 -47.79220000
0.09955840 -47.79120000
0.14933759 -47.79020000
0.19911677 -47.78930000
0.24889598 -47.78850000
0.29867517 -47.78770000
0.34845436 -47.78710000
0.39823357 -47.78650000
0.44801276 -47.78610000
0.49779194 -47.78570000
0.54757115 -47.78550000
0.59735034 -47.78550000
0.64712953 -47.78550000
0.69690874 -47.78570000
0.74668793 -47.78610000
0.79646711 -47.78650000
0.84624633 -47.78710000
0.89602551 -47.78770000
0.94580470 -47.78850000
0.99558391 -47.78930000
1.04536310 -47.79020000
1.09514229 -47.79120000
1.14492150 -47.79220000
1.19470068 -47.79320000

0.00000000 -26.13100000
0.04977919 -26.13180000
0.09955840 -26.13080000
0.14933759 -26.12790000
0.19911677 -26.12330000
0.24889598 -26.11730000
0.29867517 -26.10990000
0.34845436 -26.10160000
0.39823357 -26.09300000
0.44801276 -26.08800000
0.49779194 -26.08770000
0.54757115 -26.08790000
0.59735034 -26.08810000
0.64712953 -26.08790000
0.69690874 -26.08770000
0.74668793 -26.08800000
0.79646711 -26.09300000
0.84624633 -26.10160000
0.89602551 -26.10990000
0.94580470 -26.11730000
0.99558391 -26.12330000
1.04536310 -26.12790000
1.09514229 -26.13080000
1.14492150 -26.13180000
1.19470068 -26.13100000

0.00000000 -26.13100000
0.04977919 -26.12860000
0.09955840 -26.12440000
0.14933759 -26.11900000
0.19911677 -26.11250000
0.24889598 -26.10550000
0.29867517 -26.09880000
0.34845436 -26.09320000
0.39823357 -26.08960000
0.44801276 -26.08470000
0.49779194 -26.07750000
0.54757115 -26.07270000
0.59735034 -26.07090000
0.64712953 -26.07270000
0.69690874 -26.07750000
0.74668793 -26.08470000
0.79646711 -26.08960000
0.84624633 -26.09320000
0.89602551 -26.09880000
0.94580470 -26.10550000
0.99558391 -26.11250000
1.04536310 -26.11900000
1.09514229 -26.12440000
1.14492150 -26.12860000
1.19470068 -26.13100000

0.00000000 -25.96900000
0.04977919 -25.98100000
0.09955840 -25.99260000
0.14933759 -26.00350000
0.19911677 -26.01330000
